Job Title,Company,Location,Experience,Job ID,Listing URL,Job URL,Salary,Skills,Description,Company Details,Additional Requirements
Python Software Developer,Tata Consultancy Services,"Hyderabad, Bengaluru",5-10 Yrs,130126034075,https://www.naukri.com/job-listings-python-software-developer-tata-consultancy-services-hyderabad-bengaluru-5-to-10-years-130126034075,https://www.naukri.com/job-listings-python-software-developer-tata-consultancy-services-hyderabad-bengaluru-5-10-yrs-130126034075,Avg. salary - 5.6 LPA,"Python, SQL, Azure Data Factory, Azure Synapse, Pyspark, Snowflake, Data Bricks","Job description
Greetings from TCS!!

Job description-
Role- Pyhton Developer
Total Exp- 5 to 10 yrs
Qualification- Gradute/ B.tech
Required Skills- Python , SQL, Azure Cloud, Java, Databricks, Snowflake.
Location - Hyderabad & Banglore



read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
PythonSQL
Azure Data FactoryAzure SynapsePysparkSnowflakeData Bricks",,
Python Software Developer -DN,Infosys,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,060126012566,https://www.naukri.com/job-listings-python-software-developer-dn-infosys-hyderabad-chennai-bengaluru-5-to-10-years-060126012566,https://www.naukri.com/job-listings-python-software-developer-dn-infosys-hyderabad-chennai-bengaluru-5-10-yrs-060126012566,Avg. salary - 7.6 LPA,"Python, Django, Machine Learning, Open Systems","Job description
Educational RequirementsBachelor of Engineering,BCA,BSc,MTech,MCA,MSc

Service Line Engineering Services

Responsibilities A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue resolution and ensuring high customer satisfaction. • You will understand requirements, create and review designs, validate the architecture and ensure high levels of service offerings to clients in the technology domain. • You will participate in project estimation, provide inputs for solution delivery, conduct technical risk planning, perform code reviews and unit test plan reviews. • You will lead and guide your teams towards developing optimized high quality code deliverables, continual knowledge management and adherence to the organizational guidelines and processes. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!




read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python
DjangoMachine LearningOpen Systems",,
Software Developer,Pion global pvt ltd,Bangalore/ Bengaluru,0 Yrs,120126030991,https://www.naukri.com/job-listings-software-developer-growth-gamut-bangalore-bengaluru-0-to-0-years-120126030991,https://www.naukri.com/job-listings-software-developer-pion-global-pvt-ltd-bangalore-bengaluru-0-yrs-120126030991,3-6 Lacs P.A.,"Java Development, Javascript, Python Development","Job description
Software Developer, Male Candidates Only, Experience 0 yr - 1Yrs, Java or Python, Django, HTML, CSS,Javascript skills,
Location Bangalore,
2nd round will face to face interview.
With Good Communication Skills
Interested:ashmithapionglobal@gmail.com
Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Tech/B.E. in Computers
PG: MCA in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Java Development
JavascriptPython Development",,"Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Face To Face Drive Interview For Python Developer Role on 31st Jan.,Xoriant,Hybrid - Bengaluru,2-6 Yrs,130126009602,https://www.naukri.com/job-listings-face-to-face-drive-interview-for-python-developer-role-on-31st-jan-xoriant-bengaluru-2-to-6-years-130126009602,https://www.naukri.com/job-listings-face-to-face-drive-interview-for-python-developer-role-on-31st-jan-xoriant-hybrid-bengaluru-2-6-yrs-130126009602,7-11 Lacs P.A.,"Linux, Python Development, AWS, Django","Job description
Dear Applicants,

We have an exciting opportunity for you for the role of Python Developer role on 31st January 2026. The interview will be face to face at Maplelabs(Xoriant) office at Kormangala 1st Block Bangalore.

Job Description:

Experience : 2-6 years

Notice Period : Immediate joiner to 15 days.

About this position:
At Xroiant we are expanding our Python practice with one of our esteemed clients in the
fields of Networking, Virtualization, Storage, and more.
We are eagerly seeking candidates with 2- 6 years of experience for the role of Python. In
this position, you will be responsible for developing various modules using Python as
language. You will work closely with our QA and DevOps Engineers, and other stakeholders
to design and build the platform
Role: Python Developer
Location: Bangalore
Experience: 2-6 Years
Job type: Full time
Work type: Hybrid
Email-id: Shadiya.Ali@Xoriant.com
Impact you will realize: Job Responsibilities
This candidate brings strong problem-solving and development skills.
Proficient in computer science fundamentals, multithreading, and data structures,
they can design optimized, scalable systems.
Their hands-on experience in Python, Golang, microservices, and distributed
systems will drive efficient and high-performance software solutions.
Strong analytical and debugging skills allow them to quickly identify and resolve
issues, improving system reliability.
Their knowledge of Linux systems and experience in system programming further
enhances their ability to optimize applications.
This combination positions them for growth into senior technical or leadership
roles.
Key skills you will require:
Primary Skills
2- 6 years Years of experience in Python programming
Good in basics of computer science: class methods array, linked list, tree
Good in multithreading, data structures & algorithm writing.
Good in logical reasoning
Good in analytical skills
Hands-on software development experience in Python or Golang.
Strong experience and knowledge of micro services, and distributed systems.
Good analytical and debugging skills to root cause of the issues.
Good experience in some Linux systems.
Developed system programming applications/scripts.
Have written unit test code for the features developed.
In Linux, one should know how to run code or scripts within the OS. One should also be
familiar with operating Linux or similar variants, such as Ubuntu
Secondary Skills:
Exposure to Cloud-native application architectures. - Desired
Exposure to ELK stack and log analysis. - Desired
Exposure to CI/CD tools and continuous integration Jenkins, Git, etc. Desired
Qualification you must require:
Bachelors or Masters with Computer Science or related field
Why should you join Xoriant?
Xoriant is a trusted provider of digital engineering services, renowned for building and
operating complex platforms and products at scale. With three decades of software
engineering excellence, we combine modern technology expertise in Data & AI (GenAI),
cloud & security, domain and process consulting to solve complex technology challenges.
We serve over 100 Fortune 500 companies and tech startups on their journey to becoming
unicorns and beyond.
As a ""right-sized"" company, we bring agility through our 5000+ passionate XFactors (our
employees) from over 20 countries, fostering a culture focused on purpose and employee
happiness.
Want to experience life at Xoriant?
In our inclusive workspace, we turn imagination into reality everyday!
Business for Purpose: Be part of a passionate team and create a better future
through tech & innovation.
Giving Back to Community: Build a stronger business and community by
volunteering and make a positive impact in the community.
Rise to Sustain: Support your career growth in a way that helps ensure long-term
success.
Continuous Learning: Stay curious and keep learning with us to drive innovation.
Wellness First: Prioritize well-being with multiple health benefits & experience work-
life balance.
Rewards & Recognition: Value your work with meaningful rewards and recognitions.
One Xoriant Family: Celebrate the joy of diversity, inclusivity and togetherness
through festivals.
Candid Connects: Connect directly with leaders and voice your opinion.
Culture of Ideation: Be a trailblazer, bring new ideas to the fore and realize them
through engineering.
If theres an XFactor in you, we have a chair dedicated to your name.
Apply now :-
To know more about Xoriant, please visit : www.xoriant.com
Important Notice:
We have been alerted that some job candidates, who posted their resumes on specific
websites and portals, have been approached by imposters posing as Xoriant and making
deceptive offers using Xoriant branding. Xoriant communications from website, official
email addresses, and verified social media accounts only should be considered legitimate.
Xoriant will never ask for payment during the recruitment process, nor have we authorized
any external agencies to collect a fee on our behalf. Avoid sharing your personal details until
you verify the offer's legitimacy. Cross-check the credentials of anyone claiming to represent
Xoriant with our official HR department.
If you receive any suspicious job offers or fraudulent communication bearing Xoriant
branding, contact us at careers@xoriant.com immediately.
Equal Employment Opportunity Statement:
We are committed to providing equal employment opportunities to all individuals,
regardless of race, color, religion, gender, national origin, age, disability, or veteran status.
Our inclusive workplace values diversity and ensures that all employees are treated fairly
and with respect, promoting a culture of belonging. We strive to create a supportive
environment where everyone has the opportunity to succeed and contribute to our collective success.
Role: Back End Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Tech/B.E. in Any Specialization
PG: M.Tech in Any Specialization, MCA in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
LinuxPython DevelopmentAWS
Django",,"Role: Back End Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Developer,Trigyn Technologies,New Delhi,3-8 Yrs,160126504184,https://www.naukri.com/job-listings-python-developer-trigyn-technologies-new-delhi-3-to-8-years-160126504184,https://www.naukri.com/job-listings-python-developer-trigyn-technologies-new-delhi-3-8-yrs-160126504184,Avg. salary - 5.8 LPA,"Front end, Version control, GIT, Analytical, Javascript, MongoDB, Ajax, Python, DHTML, CSS3","Job description
Excellent command of Python
- Have overall 3 years of IT experience in developing applications using Python- Person should have good logical skills
- Understanding of OOPs concepts and the Python framework (Flask, EVE)
- Fundamental knowledge of Web Application Flow development and MongoDB programming syntax
- Experience with core Python and NoSQL such as MongoDB
MAJOR ACCOUNTABILITY:- Demonstrate expertise in building efficient, testable, and reusable Python modules- Carry out impact analysis & estimation for a given set of requirements- Develop code by adhering to the performance, security, and accessibility standards- Work self-directed and independentlyESSENTIAL SKILLS & EXPERIENCE- Candidate must have independently done at least 2-3 projects- Fundamental knowledge of front-end technologies such as Bootstrap, JavaScript, HTML5, and CSS3
- Knowledge of AJAX, DHTML, and CSS techniques
- Have overall 3+ years of IT experience in developing applicationsAPI using Python- Contribute to all phases of the development lifecycle- Have expertise in developing complex websitesapplications and framework-based web applications- Have strong experience with sourceversion control systems Git or Git Flow- Have experience with Docker
 Have excellent communication, analytical & presentation skills- REST API development as per Open API StandardsNICE TO HAVE:- Python Frameworks like Flask, EVE- Exposure to API development or integration with external APIs- Experience working on any front-end frameworks like AngularReactEDUCATION- Minimum education:
Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Tech/B.E. in Any Specialization
PG: MCA in Computers
Key Skills
Front endVersion controlGITAnalyticalJavascriptMongoDBAjaxPythonDHTMLCSS3",,"Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Developer (Standard),Infogain,Bengaluru,3-4 Yrs,120126502756,https://www.naukri.com/job-listings-python-developer-standard-infogain-india-p-ltd-bengaluru-3-to-4-years-120126502756,https://www.naukri.com/job-listings-python-developer-standard-infogain-bengaluru-3-4-yrs-120126502756,12-15 Lacs P.A.,"Telecom, Performance tuning, Automation, Front end, Healthcare, MSP, microsoft, Open source, Python, CSS3","Job description
Job Description Developer (Python Integration)
Experience: 4+ years
About the Role
We are looking for a skilled Developer to drive the development of modern web applications. The ideal candidate will be proficient in React.js , with a proven track record of building scalable front-end solutions, and have hands-on experience integrating with backend Python jobs/services. This role requires both technical excellence and leadership, guiding teams to deliver high-performance, secure, and maintainable applications.
Key Responsibilities
Lead and mentor a team of developers, ensuring best practices in front-end and backend integration.
Architect and develop React.js applications with modern state management and performance optimization.
Integrate React front-end with Python-based backend jobs/services (APIs, batch jobs, task schedulers).
Build secure authentication and authorization modules (OAuth2, JWT, Azure AD, etc.).
Develop batch and real-time data processing solutions leveraging Databricks.
Collaborate with backend engineers to design efficient data flows and API contracts.
Ensure code quality, maintainability, and adherence to best practices.
Participate in design discussions, code reviews, and performance tuning.
Required Skills
Solid understanding of JavaScript (ES6+), TypeScript, HTML5, CSS3.
Experience integrating with Python jobs/services (Flask, FastAPI, Django, Celery, etc.).
Strong proficiency in Python and libraries like pandas, NumPy, and requests.
Familiarity with RESTful APIs, GraphQL, and asynchronous data handling.
Strong knowledge of software architecture patterns (microservices, event-driven).
Experience with CI/CD pipelines, Git, and containerization (Docker/Kubernetes).
Proven ability to lead technical teams and deliver enterprise-grade applications.
Good to Have
Experience with PySpark for large-scale data processing.
Knowledge of Databricks platform and Azure Data Services.
Experience with testing frameworks (Jest, Cypress, PyTest).
Familiarity with DevOps practices and cloud-native deployments.
EXPERIENCE

3-4.5 Years


SKILLS

Primary Skill: Open Source Development


Sub Skill(s): Open Source Development


Additional Skill(s): ReactJS, Python, Databricks, CI/CD



ABOUT THE COMPANY

Infogain is a human-centered digital platform and software engineering company based out of Silicon Valley. We engineer business outcomes for Fortune 500 companies and digital natives in the technology, healthcare, insurance, travel, telecom, and retail & CPG industries using technologies such as cloud, microservices, automation, IoT, and artificial intelligence. We accelerate experience-led transformation in the delivery of digital platforms. Infogain is also a Microsoft (NASDAQ: MSFT) Gold Partner and Azure Expert Managed Services Provider (MSP).

Infogain, an Apax Funds portfolio company, has offices in California, Washington, Texas, the UK, the UAE, and Singapore, with delivery centers in Seattle, Houston, Austin, Krak w, Noida, Gurgaon, Mumbai, Pune, and Bengaluru.









Job for Automation
Role: Blockchain Quality Assurance Engineer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Quality Assurance and Testing
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
TelecomPerformance tuningAutomationFront endHealthcareMSPmicrosoftOpen sourcePythonCSS3",,"Role: Blockchain Quality Assurance Engineer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Quality Assurance and Testing"
Software engineer III (Python Developer),FactSet,Hyderabad,3-8 Yrs,130126507416,https://www.naukri.com/job-listings-software-engineer-iii-python-developer-factset-systems-india-pvt-ltd-hyderabad-3-to-8-years-130126507416,https://www.naukri.com/job-listings-software-engineer-iii-python-developer-factset-hyderabad-3-8-yrs-130126507416,Avg. salary - 18.1 LPA,"Analytical, Finance, Agile, Workflow, Data structures, Wellness, Troubleshooting, Object oriented programming, Private equity, Python","Job description
We re looking for a passionate software engineer, for a GenAI innovation product. We want a motivated rigorous software developer, a problem solver, with good communication skills, but also someone who is willing to grow and learn.
Your past experience matters too. Ideally you have knowledge on building complex systems and delivering working software in a collaborative and agile setting.
You will be joining a team working mainly on AI/ML projects.
The team focuses on innovation projects that can reinvent the way financial data is produced. With the recent progress in GenAI, the way we interact with data and documents can be reimagined and augmented in many ways.
read more
Key Skills
AnalyticalFinanceAgileWorkflowData structuresWellnessTroubleshootingObject oriented programmingPrivate equityPython",,
Python Software Developer,Artech infosystem pvt ltd,Bengaluru,3-8 Yrs,261225024966,https://www.naukri.com/job-listings-python-software-developer-artech-bengaluru-3-to-8-years-261225024966,https://www.naukri.com/job-listings-python-software-developer-artech-infosystem-pvt-ltd-bengaluru-3-8-yrs-261225024966,7-10 Lacs P.A.,"Python Development, Django, Python","Job description
Role & responsibilities
Python developer

Preferred candidate profile


Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Tech/B.E. in Any Specialization, Any Graduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python Development
DjangoPython",,"Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Software Developer,Brandidea Consultancy,Chennai(Mylapore),5-8 Yrs,100126035125,https://www.naukri.com/job-listings-python-software-developer-brandidea-consultancy-chennai-5-to-8-years-100126035125,https://www.naukri.com/job-listings-python-software-developer-brandidea-consultancy-chennai-mylapore-5-8-yrs-100126035125,7-11 Lacs P.A.,"API, Python Development, AWS, Python, SQL, Django Framework","Job description
Were expanding our tech team at BrandIdea Analytics a pioneer in spatial and behavioral analytics that helps brands make smarter, data-driven decisions. If you love building seamless applications that bring data to life, join us to shape the future of our Python-based analytics platform.

Job Description
What You’ll Do
Develop and maintain full-stack applications (Fast API/Flask/Django + React/Vue).
Build RESTful APIs and integrate with analytics & visualization layers.
Collaborate with Data Engineers & Data Scientists to deploy analytics features.
Create clean, responsive UI components for dashboards and insights.
Contribute to cloud deployment, testing, and CI/CD automation.
What You Bring
6–8 years of experience in Python full-stack development.
Strong in back-end frameworks (FastAPI, Flask, or Django).
Proficient with React, Vue, or modern front-end tools.
Experience with SQL/NoSQL databases, Docker, and cloud platforms (AWS/GCP).
Passion for scalable, clean, and well-structured code.
Why BrandIdea
Join a team where strategy, technology, and analytics converge — and help transform how brands visualize and act on intelligence.
Role: Data Science & Analytics - Other
Industry Type: IT Services & Consulting
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Data Science & Analytics - Other
Education
UG: BCA in Computers, Data Science
PG: MCA in Artificial Intelligence and Machine Learning
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
APIPython DevelopmentAWSPythonSQL
Django Framework",,"Role: Data Science & Analytics - Other
Industry Type: IT Services & Consulting
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Data Science & Analytics - Other"
Python Software Developer,eSolutionsFirst,Hyderabad,1-3 Yrs,080126926975,https://www.naukri.com/job-listings-python-software-developer-esolutionsfirst-hyderabad-1-to-3-years-080126926975,https://www.naukri.com/job-listings-python-software-developer-esolutionsfirst-hyderabad-1-3-yrs-080126926975,2-5 Lacs P.A.,"Pytest, Python Development, Python, SQL, Django, Pandas, Flask","Job description
Role & responsibilities

Bachelors degree in computer science, Engineering, or a related field
Good understanding of Python programming language
Interest in learning RPA
Familiarity with code versioning tools such as Git is a plus.
Eagerness to learn and contribute to a team environment.

Learn to develop, deploy, and maintain scalable Python applications.
Collaborate with cross-functional teams to support the development and deployment of new features.
Gain experience in writing clean, maintainable, and efficient code.
Learn to ensure the best possible performance, quality, and responsiveness of the applications.
Assist in identifying and addressing bottlenecks and bugs in the code.
Support in maintaining code quality, organization, and automation.
Review and analyze system specifications.
Collaborate with QA Engineers to develop effective strategies and test plans.
Execute test cases (manual or automated) and analyze results.
Evaluate product code according to specifications.
Create logs to document testing phases and defects


Role: Software Development - Other
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Tech/B.E. in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
PytestPython DevelopmentPythonSQL
DjangoPandasFlask",,"Role: Software Development - Other
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Software Developer,MNC,"New Delhi, Gurugram, Delhi / NCR",4-8 Yrs,070126012603,https://www.naukri.com/job-listings-python-software-developer-envision-technology-solutions-new-delhi-gurugram-delhi-ncr-4-to-8-years-070126012603,https://www.naukri.com/job-listings-python-software-developer-mnc-new-delhi-gurugram-delhi-ncr-4-8-yrs-070126012603,12-16 Lacs P.A.,"Generative Ai, Fastai, Django, Python Development, Python","Job description
Role & responsibilities
Python (Expert), FastAPI/Flask & Django

Preferred candidate profile

GenAI: LangChain, LlamaIndex, OpenAI/Gemini APIs
Role: Back End Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Sc in Any Specialization, Any Graduate, B.Tech/B.E. in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Generative AiFastaiDjangoPython DevelopmentPython",,"Role: Back End Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Software Developer,Proventech,Hyderabad,1-5 Yrs,050126031352,https://www.naukri.com/job-listings-python-software-developer-proventech-hyderabad-1-to-5-years-050126031352,https://www.naukri.com/job-listings-python-software-developer-proventech-hyderabad-1-5-yrs-050126031352,9-14 Lacs P.A.,"python, Django Framework, Mvt Architecture, Django Rest Api, Django developer, Postgresql, python django developer, linux, MySQL, MongoDB, Django Web Framework","Job description
Job Title: Senior / Lead Python Developer
Experience: 01 to 5 years
Location: Hyderabad
Work Mode: Onsite / Full Time

Job Description:
We are hiring a Python Developer with strong expertise in building scalable web applications using Python, Django/Flask, REST APIs, and modern front-end technologies. The ideal candidate will lead development initiatives, drive architecture decisions, and collaborate with cross-functional teams. Experience in pharma applications or exposure to pharma equipment is a strong advantage.

Key Responsibilities:
Design and develop high-quality Python applications using Django/Flask.
Build and consume RESTful APIs for scalable, secure integrations.
Work on front-end modules using HTML, CSS, JavaScript, React/Angular.
Lead database design and integrations (PostgreSQL, MySQL, MongoDB).
Guide the team in architecture, code reviews, and best practices.
Own deployment processes using Git, CI/CD, Docker.
Troubleshoot, debug, and optimize application performance.
Collaborate with stakeholders to deliver end-to-end technical solutions.

Skills & Qualifications:
01 to 5 years of hands-on Python development experience.
Strong in Django, Flask, REST APIs.
Proficiency with JavaScript, React/Angular.
Experience with Git, Docker, CI/CD pipelines.
Solid understanding of MVC, microservices, and cloud deployment.
Pharma domain experience (highly preferred).
Strong communication and leadership abilities (for Lead role).

Good to Have:
Experience in automated testing and container orchestration.
Knowledge of security best practices and performance tuning.
Role: Back End Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
pythonDjango Framework
Mvt ArchitectureDjango Rest ApiDjango developerPostgresqlpython django developerlinuxMySQLMongoDBDjango Web Framework",,"Role: Back End Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Developer- 5+yrs- Pan India,Crescendo Global,"Hybrid - Pune, Bengaluru, Delhi / NCR",5-10 Yrs,020126007217,https://www.naukri.com/job-listings-python-developer-5-yrs-pan-india-crescendo-global-leadership-hiring-india-pune-bengaluru-delhi-ncr-5-to-10-years-020126007217,https://www.naukri.com/job-listings-python-developer-5-yrs-pan-india-crescendo-global-hybrid-pune-bengaluru-delhi-ncr-5-10-yrs-020126007217,11-15 Lacs P.A.,"SQL, Python, Pyspark, Data Structures, Azure Databricks, Numpy, Data Bricks, Plotly dash, Streamlit, fast API, Pandas, AWS, Flask","Job description
Data Engineer- Python- 4+ yrs- PAN INDIA

We are seeking a skilled Python Developer to design, develop, and maintain scalable applications and data-driven solutions. The role requires strong core Python expertise, hands-on experience with version control, and working knowledge of data manipulation libraries.

Location- PAN INDIA

Your Future Employer

A globally recognized organization paving the way in technology-led innovation across industries. Be part of a culture that fosters diversity, collaboration, and inclusion while delivering sustainable impact. Work with a team of talented professionals that value your ideas and empower you to think out of the box.

Key Responsibilities:
Hands-on experience on building python-based UI application development using Plotly Dash/ Streamlit.
Proficiency in Python, with deep knowledge of Pandas and NumPy for data manipulation and analysis.
Write complex SQL queries for data analysis, manipulation and generating insights
Proficiency in HTML, CSS and JavaScript.
Strong foundation in Data Structures and Algorithms for writing efficient and optimized code.
Proficient in Object-Oriented Programming (OOPs) principles and Design Patterns for building scalable and maintainable systems.
Hands-on experience with PySpark, Databricks, and distributed data processing is good to have.
Familiarity with data visualization tools such as Power BI, or Tableau.
Knowledge of version control systems like Git and collaborative development workflows.
Strong problem-solving skills, attention to detail, and ability to work independently or in a team

Candidate Profile:
5+ years of relevant experience in Data Engineering and Analysis tools
Programming Languages: Python and SQL
Python Frameworks: Plotly Dash, Flask, Fast API
Data Processing Tools: pandas, NumPy, PySpark
Web application: HTML, CSS, JavaScript
Cloud Platforms: Databricks (for scalable computing resources)
Version Control & Collaboration: Git, GitHub, GitLab
Deployment and Monitoring: Databricks, Github Actions

Reach Us
If you feel this opportunity is well-aligned with your career progression plans, please feel free to reach me with your updated profile at priya.bhatia@crescendogroup.in

Disclaimer
Crescendo Global specializes in senior to C-level niche recruitment. We are passionate about empowering job seekers and employers with an engaging and memorable job search and leadership hiring experience. Crescendo Global does not discriminate on the basis of race, religion, color, origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Note
We receive a lot of applications on a daily basis, so it becomes a bit difficult for us to get back to each candidate. Please assume that your profile has not been shortlisted in case you don't hear back from us within one week. Your patience is highly appreciated.

Role: Back End Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Tech/B.E. in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
SQLPython
PysparkData StructuresAzure DatabricksNumpyData BricksPlotly dashStreamlitfast APIPandasAWSFlask",,"Role: Back End Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Developer,Cybage,Pune,4-9 Yrs,160126925603,https://www.naukri.com/job-listings-python-developer-cybage-software-pvt-ltd-pune-4-to-9-years-160126925603,https://www.naukri.com/job-listings-python-developer-cybage-pune-4-9-yrs-160126925603,Avg. salary - 9.1 LPA,"Python, front end, data management, software development, html5, database technologies, python developer, machine learning, cloud technologies, javascript, nosql, sql, django, data science, gcp, flask, aws, etl, css3, programming, azure","Job description
As a Python Developer, you will be responsible for developing, testing, and maintaining high-quality software using the Python programming language. You'll be involved throughout the entire software development lifecycleright from building and testing to delivering robust solutions. This role requires close collaboration with cross-functional teams to identify and solve complex challenges. Youll also be expected to write clean, reusable, and scalable code that ensures long-term maintainability and efficiency.
Technical and Professional Requirements :
read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python
front enddata managementsoftware developmenthtml5database technologiespython developermachine learningcloud technologiesjavascriptnosqlsqldjangodata sciencegcpflaskawsetlcss3programmingazure",,
Python Software Developer@Infosys,Infosys,"Hybrid - Hyderabad, Pune, Bengaluru",3-7 Yrs,100625026739,https://www.naukri.com/job-listings-python-software-developer-infosys-infosys-hyderabad-pune-bengaluru-3-to-7-years-100625026739,https://www.naukri.com/job-listings-python-software-developer-infosys-infosys-hybrid-hyderabad-pune-bengaluru-3-7-yrs-100625026739,Avg. salary - 7.6 LPA,"Django, Python, Flask","Job description
Responsibilities


A day in the life of an Infoscion

• As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and Support activities, to assure that our clients are satisfied with the high levels of service in the technology domain.








read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
DjangoPythonFlask",,
Python Software Developer,Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",5-10 Yrs,050126011017,https://www.naukri.com/job-listings-python-software-developer-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-10-years-050126011017,https://www.naukri.com/job-listings-python-software-developer-tata-consultancy-services-hyderabad-pune-bengaluru-5-10-yrs-050126011017,,,,,
Software Development Engineer & Subject Matter Expert-Web Development,upGrad,Bengaluru,0-5 Yrs,231225037992,https://www.naukri.com/job-listings-software-development-engineer-subject-matter-expert-web-development-upgrad-bengaluru-0-to-5-years-231225037992,https://www.naukri.com/job-listings-software-development-engineer-subject-matter-expert-web-development-upgrad-bengaluru-0-5-yrs-231225037992,Avg. salary - 9.2 LPA,"AI/ML, Web Development Frontend/Backend/Full-Stack, CS fundamentals, IT, Ph.D. scholar in CSE, ECE, Final-year M.Tech student, DS","Job description
Location: Bangalore (On-Site)
Employment Type: Full-Time Offer
Experience: 0-5 Years
Compensation: Compensation will be at par with industry standards and will be determined based on the candidates experience, technical skills, and overall interview performance.

Important:
Interested and eligible candidates are requested to submit their application through the Google Form link provided.


















read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
AI/MLWeb Development Frontend/Backend/Full-StackCS fundamentalsITPh.D. scholar in CSE
ECEFinal-year M.Tech studentDS",,
